Timestamp,Rx_X,Rx_Y,Rx_Z,PRN,Sat_X,Sat_Y,Sat_Z,Carrier_Phase((cycles),RSS((dBHz)
2024-12-27 02:43:49.290000,-2418180.538202473,5385809.907943437,2405642.7887335205,G28,8118487.898776808,-25154859.92118472,-2656962.697391393,135533226.424,41.392
2024-12-27 02:43:49.290000,-2418180.538202473,5385809.907943437,2405642.7887335205,G29,22034643.446351334,9673250.166944206,11061004.39424971,146178780.326,41.885
2024-12-27 02:43:49.290000,-2418180.538202473,5385809.907943437,2405642.7887335205,G32,15342556.529585397,19980416.207300786,8937604.63631548,131743103.517,44.892
2024-12-27 02:43:49.390000,-2418184.6992968787,5385815.869208353,2405650.682135214,G26,-17471700.31773324,19678554.255458727,952933.323512036,128088169.369,42.692
2024-12-27 02:43:49.390000,-2418184.6992968787,5385815.869208353,2405650.682135214,G28,8118674.592569985,-25154772.075946145,-2657225.9639863377,135533226.424,41.392
2024-12-27 02:43:49.390000,-2418184.6992968787,5385815.869208353,2405650.682135214,G29,22034823.10594374,9673235.783214962,11060659.237194424,146178780.326,41.885
2024-12-27 02:43:49.390000,-2418184.6992968787,5385815.869208353,2405650.682135214,G32,15342761.562091453,19980048.099301074,8938083.47061065,131743103.517,44.892
2024-12-27 02:43:49.490000,-2418187.5877251606,5385819.9561026385,2405654.7978724972,G26,-17471751.13817474,19678503.283788435,953021.4286123305,128088169.369,42.692
2024-12-27 02:43:49.490000,-2418187.5877251606,5385819.9561026385,2405654.7978724972,G28,8118861.287143003,-25154684.226249095,-2657489.22828404,135533226.424,41.392
2024-12-27 02:43:49.490000,-2418187.5877251606,5385819.9561026385,2405654.7978724972,G29,22035002.762473542,9673221.395901447,11060314.075707033,146178780.326,41.885
2024-12-27 02:43:49.490000,-2418187.5877251606,5385819.9561026385,2405654.7978724972,G32,15342966.578414332,19979679.983097207,8938562.305385642,131743103.517,44.892
2024-12-27 02:43:49.590000,-2418183.3241899624,5385817.521697754,2405649.9717390058,G26,-17471801.96095671,19678452.309387166,953109.5339032973,128088169.369,42.692
2024-12-27 02:43:49.590000,-2418183.3241899624,5385817.521697754,2405649.9717390058,G28,8119047.977217343,-25154596.374112517,-2657752.4872782393,135533226.424,41.392
2024-12-27 02:43:49.590000,-2418183.3241899624,5385817.521697754,2405649.9717390058,G29,22035182.414244834,9673207.003373513,11059968.914589442,146178780.326,41.885
2024-12-27 02:43:49.590000,-2418183.3241899624,5385817.521697754,2405649.9717390058,G32,15343171.580068918,19979311.860415008,8939041.134074565,131743103.517,44.892
2024-12-27 02:43:49.690000,-2418181.8577243444,5385811.7696908405,2405651.474836392,G26,-17471852.778558455,19678401.339149334,953197.6360893188,128088169.369,42.692
2024-12-27 02:43:49.690000,-2418181.8577243444,5385811.7696908405,2405651.474836392,G28,8119234.671750985,-25154508.515969746,-2658015.7474106755,135533226.424,41.392
2024-12-27 02:43:49.690000,-2418181.8577243444,5385811.7696908405,2405651.474836392,G29,22035362.06295332,9673192.607261393,11059623.749039851,146178780.326,41.885
2024-12-27 02:43:49.690000,-2418181.8577243444,5385811.7696908405,2405651.474836392,G32,15343376.567265553,19978943.728846297,8939519.961783865,131743103.517,44.892
2024-12-27 02:43:49.790000,-2418185.525093619,5385810.543899493,2405643.7463647723,G26,-17471903.600584317,19678350.364240095,953285.7398391631,128088169.369,42.692
2024-12-27 02:43:49.790000,-2418185.525093619,5385810.543899493,2405643.7463647723,G28,8119421.365504025,-25154420.653962318,-2658279.0043866932,135533226.424,41.392
2024-12-27 02:43:49.790000,-2418185.525093619,5385810.543899493,2405643.7463647723,G29,22035541.70759153,9673178.208290363,11059278.580430299,146178780.326,41.885
2024-12-27 02:43:49.790000,-2418185.525093619,5385810.543899493,2405643.7463647723,G32,15343581.539230658,19978575.590590578,8939998.784865795,131743103.517,44.892
2024-12-27 02:43:49.890000,-2418189.7970340666,5385817.4325074395,2405648.1125212405,G26,-17471954.421148866,19678299.3900658,953373.8424064871,128088169.369,42.692
2024-12-27 02:43:49.890000,-2418189.7970340666,5385817.4325074395,2405648.1125212405,G28,8119608.058707675,-25154332.787970655,-2658542.2586357025,135533226.424,41.392
2024-12-27 02:43:49.890000,-2418189.7970340666,5385817.4325074395,2405648.1125212405,G29,22035721.347974718,9673163.803742515,11058933.411504827,146178780.326,41.885
2024-12-27 02:43:49.890000,-2418189.7970340666,5385817.4325074395,2405648.1125212405,G32,15343786.497263096,19978207.44497187,8940477.602590699,131743103.517,44.892
2024-12-27 02:43:49.990000,-2418189.726937386,5385821.359268707,2405660.231049209,G26,-17472005.242663547,19678248.414413057,953461.9448898087,128088169.369,42.692
2024-12-27 02:43:49.990000,-2418189.726937386,5385821.359268707,2405660.231049209,G28,8119794.75076473,-25154244.918232653,-2658805.509728159,135533226.424,41.392
2024-12-27 02:43:49.990000,-2418189.726937386,5385821.359268707,2405660.231049209,G29,22035900.98573896,9673149.396167904,11058588.23677554,146178780.326,41.885
2024-12-27 02:43:49.990000,-2418189.726937386,5385821.359268707,2405660.231049209,G32,15343991.439110953,19977839.29115147,8940956.420794385,131743103.517,44.892
2024-12-27 02:43:50.090000,-2418186.343059906,5385814.946307129,2405666.377916474,G26,-17472056.062227108,19678197.43996638,953550.0456413367,128088169.369,42.692
2024-12-27 02:43:50.090000,-2418186.343059906,5385814.946307129,2405666.377916474,G28,8119981.445258334,-25154157.043321412,-2659068.7602406368,135533226.424,41.392
2024-12-27 02:43:50.090000,-2418186.343059906,5385814.946307129,2405666.377916474,G29,22036080.61757445,9673134.98290595,11058243.065160504,146178780.326,41.885
2024-12-27 02:43:50.090000,-2418186.343059906,5385814.946307129,2405666.377916474,G32,15344196.366190474,19977471.129326183,8941435.236558653,131743103.517,44.892
2024-12-27 02:43:50.190000,-2418176.25484736,5385802.242553708,2405653.7861590898,G26,-17472106.88298571,19678146.463805694,953638.1465834769,128088169.369,42.692
2024-12-27 02:43:50.190000,-2418176.25484736,5385802.242553708,2405653.7861590898,G28,8120168.138605364,-25154069.16466388,-2659332.007596398,135533226.424,41.392
2024-12-27 02:43:50.190000,-2418176.25484736,5385802.242553708,2405653.7861590898,G29,22036260.24731632,9673120.567773946,11057897.88568376,146178780.326,41.885
2024-12-27 02:43:50.190000,-2418176.25484736,5385802.242553708,2405653.7861590898,G32,15344401.279145202,19977102.96189217,8941914.043317959,131743103.517,44.892
2024-12-27 02:43:50.290000,-2418181.8043108745,5385806.621551743,2405653.383296947,G26,-17472157.703918263,19678095.486891896,953726.2468923263,128088169.369,42.692
2024-12-27 02:43:50.290000,-2418181.8043108745,5385806.621551743,2405653.383296947,G28,8120354.832597396,-25153981.281546608,-2659595.253083679,135533226.424,41.392
2024-12-27 02:43:50.290000,-2418181.8043108745,5385806.621551743,2405653.383296947,G29,22036439.870966725,9673106.145756187,11057552.71069354,146178780.326,41.885
2024-12-27 02:43:50.290000,-2418181.8043108745,5385806.621551743,2405653.383296947,G32,15344606.17637823,19976734.784938388,8942392.852743894,131743103.517,44.892
2024-12-27 02:43:50.390000,-2418181.1633140203,5385804.766257377,2405643.686543505,G26,-17472208.524983335,19678044.50924369,953814.3468425055,128088169.369,42.692
2024-12-27 02:43:50.390000,-2418181.1633140203,5385804.766257377,2405643.686543505,G28,8120541.524845687,-25153893.394921046,-2659858.4949846403,135533226.424,41.392
2024-12-27 02:43:50.390000,-2418181.1633140203,5385804.766257377,2405643.686543505,G29,22036619.493248936,9673091.721784357,11057207.526469652,146178780.326,41.885
2024-12-27 02:43:50.390000,-2418181.1633140203,5385804.766257377,2405643.686543505,G32,15344811.059077729,19976366.601727318,8942871.655352991,131743103.517,44.892
2024-12-27 02:43:50.490000,-2418181.5225821286,5385801.632394882,2405642.0710254684,G26,-17472259.342993364,19677993.5337999,953902.4447862544,128088169.369,42.692
2024-12-27 02:43:50.490000,-2418181.5225821286,5385801.632394882,2405642.0710254684,G28,8120728.21797014,-25153805.50371612,-2660121.7354463846,135533226.424,41.392
2024-12-27 02:43:50.490000,-2418181.5225821286,5385801.632394882,2405642.0710254684,G29,22036799.110187184,9673077.292362202,11056862.34398843,146178780.326,41.885
2024-12-27 02:43:50.490000,-2418181.5225821286,5385801.632394882,2405642.0710254684,G32,15345015.92687183,19975998.41029689,8943350.45625142,131743103.517,44.892
2024-12-27 02:43:50.590000,-2418184.9807224446,5385809.790153742,2405648.6457510586,G26,-17472310.16330239,19677942.55564379,953990.543195191,128088169.369,42.692
2024-12-27 02:43:50.590000,-2418184.9807224446,5385809.790153742,2405648.6457510586,G28,8120914.913666044,-25153717.60733944,-2660384.9748982396,135533226.424,41.392
2024-12-27 02:43:50.590000,-2418184.9807224446,5385809.790153742,2405648.6457510586,G29,22036978.723861426,9673062.860596867,11056517.156389719,146178780.326,41.885
2024-12-27 02:43:50.590000,-2418184.9807224446,5385809.790153742,2405648.6457510586,G32,15345220.779333334,19975630.210654274,8943829.256168457,131743103.517,44.892
2024-12-27 02:43:50.690000,-2418184.7090073233,5385809.26297131,2405651.3804888306,G26,-17472360.98407174,19677891.576480303,954078.640970809,128088169.369,42.692
2024-12-27 02:43:50.690000,-2418184.7090073233,5385809.26297131,2405651.3804888306,G28,8121101.604266321,-25153629.70876219,-2660648.208616404,135533226.424,41.392
2024-12-27 02:43:50.690000,-2418184.7090073233,5385809.26297131,2405651.3804888306,G29,22037158.33328011,9673048.42325526,11056171.968475798,146178780.326,41.885
2024-12-27 02:43:50.690000,-2418184.7090073233,5385809.26297131,2405651.3804888306,G32,15345425.617533248,19975262.00518928,8944308.047809282,131743103.517,44.892
2024-12-27 02:43:50.790000,-2418177.3088148274,5385802.17579675,2405642.977896325,G26,-17472411.80280714,19677840.59856037,954166.7375638556,128088169.369,42.692
2024-12-27 02:43:50.790000,-2418177.3088148274,5385802.17579675,2405642.977896325,G28,8121288.298131492,-25153541.804654136,-2660911.4426127863,135533226.424,41.392
2024-12-27 02:43:50.790000,-2418177.3088148274,5385802.17579675,2405642.977896325,G29,22037337.940078855,9673033.982887087,11055826.774758475,146178780.326,41.885
2024-12-27 02:43:50.790000,-2418177.3088148274,5385802.17579675,2405642.977896325,G32,15345630.440282164,19974893.790640023,8944786.840656701,131743103.517,44.892
2024-12-27 02:43:50.890000,-2418169.9494090374,5385797.270763502,2405642.6400060593,G26,-17472462.622820478,19677789.618889015,954254.8337981886,128088169.369,42.692
2024-12-27 02:43:50.890000,-2418169.9494090374,5385797.270763502,2405642.6400060593,G28,8121474.993970923,-25153453.89561221,-2661174.6751695625,135533226.424,41.392
2024-12-27 02:43:50.890000,-2418169.9494090374,5385797.270763502,2405642.6400060593,G29,22037517.54064531,9673019.535954526,11055481.585528389,146178780.326,41.885
2024-12-27 02:43:50.890000,-2418169.9494090374,5385797.270763502,2405642.6400060593,G32,15345835.247815643,19974525.56875323,8945265.630333766,131743103.517,44.892
2024-12-27 02:43:50.990000,-2418180.853710314,5385805.54247966,2405652.0579207847,G26,-17472513.442679994,19677738.63873751,954342.9296737999,128088169.369,42.692
2024-12-27 02:43:50.990000,-2418180.853710314,5385805.54247966,2405652.0579207847,G28,8121661.688895009,-25153365.982704666,-2661437.904998385,135533226.424,41.392
2024-12-27 02:43:50.990000,-2418180.853710314,5385805.54247966,2405652.0579207847,G29,22037697.13927954,9673005.08835062,11055136.38706479,146178780.326,41.885
2024-12-27 02:43:50.990000,-2418180.853710314,5385805.54247966,2405652.0579207847,G32,15346040.041532252,19974157.340382583,8945744.412463617,131743103.517,44.892
2024-12-27 02:43:51.090000,-2418179.932183314,5385800.545914293,2405649.5215279134,G26,-17472564.264020883,19677687.65661771,954431.0257399111,128088169.369,42.692
2024-12-27 02:43:51.090000,-2418179.932183314,5385800.545914293,2405649.5215279134,G28,8121848.3805150855,-25153278.066883244,-2661701.1303815106,135533226.424,41.392
2024-12-27 02:43:51.090000,-2418179.932183314,5385800.545914293,2405649.5215279134,G29,22037876.73321389,9672990.634613495,11054791.189658405,146178780.326,41.885
2024-12-27 02:43:51.090000,-2418179.932183314,5385800.545914293,2405649.5215279134,G32,15346244.819506258,19973789.103152398,8946223.195799446,131743103.517,44.892
2024-12-27 02:43:51.190000,-2418174.047027058,5385797.4195959475,2405642.8312479043,G26,-17472615.081285767,19677636.677663367,954519.1189757197,128088169.369,42.692
2024-12-27 02:43:51.190000,-2418174.047027058,5385797.4195959475,2405642.8312479043,G28,8122035.073743426,-25153190.146246232,-2661964.354324788,135533226.424,41.392
2024-12-27 02:43:51.190000,-2418174.047027058,5385797.4195959475,2405642.8312479043,G29,22038056.32386173,9672976.177014118,11054445.988507023,146178780.326,41.885
2024-12-27 02:43:51.190000,-2418174.047027058,5385797.4195959475,2405642.8312479043,G32,15346449.583390534,19973420.8590062,8946701.973046642,131743103.517,44.892
2024-12-27 02:43:51.290000,-2418176.174904185,5385798.613892832,2405638.957072125,G26,-17472665.900276937,19677585.69650518,954607.2126766349,128088169.369,42.692
2024-12-27 02:43:51.290000,-2418176.174904185,5385798.613892832,2405638.957072125,G28,8122221.769774343,-25153102.220317762,-2662227.577686921,135533226.424,41.392
2024-12-27 02:43:51.290000,-2418176.174904185,5385798.613892832,2405638.957072125,G29,22038235.911022678,9672961.716793213,11054100.78292456,146178780.326,41.885
2024-12-27 02:43:51.290000,-2418176.174904185,5385798.613892832,2405638.957072125,G32,15346654.331495358,19973052.60731465,8947180.748581637,131743103.517,44.892
2024-12-27 02:43:51.390000,-2418188.369713177,5385810.348461015,2405644.8687376957,G26,-17472716.720463138,19677534.713632938,954695.3065680201,128088169.369,42.692
2024-12-27 02:43:51.390000,-2418188.369713177,5385810.348461015,2405644.8687376957,G28,8122408.463329608,-25153014.29111792,-2662490.797461955,135533226.424,41.392
2024-12-27 02:43:51.390000,-2418188.369713177,5385810.348461015,2405644.8687376957,G29,22038415.493202068,9672947.251080725,11053755.57839961,146178780.326,41.885
2024-12-27 02:43:51.390000,-2418188.369713177,5385810.348461015,2405644.8687376957,G32,15346859.064692385,19972684.34740825,8947659.52240425,131743103.517,44.892
2024-12-27 02:43:51.490000,-2418181.46439662,5385805.159693549,2405644.6952666747,G26,-17472767.54057843,19677483.730243172,954783.3995514015,128088169.369,42.692
2024-12-27 02:43:51.490000,-2418181.46439662,5385805.159693549,2405644.6952666747,G28,8122595.154775274,-25152926.358528666,-2662754.013649821,135533226.424,41.392
2024-12-27 02:43:51.490000,-2418181.46439662,5385805.159693549,2405644.6952666747,G29,22038595.07173189,9672932.781548256,11053410.370815892,146178780.326,41.885
2024-12-27 02:43:51.490000,-2418181.46439662,5385805.159693549,2405644.6952666747,G32,15347063.783917429,19972316.08146086,8948138.28794945,131743103.517,44.892
2024-12-27 02:43:51.590000,-2418176.106941716,5385800.73707694,2405646.9215843594,G26,-17472818.358701296,19677432.748078324,954871.4910775522,128088169.369,42.692
2024-12-27 02:43:51.590000,-2418176.106941716,5385800.73707694,2405646.9215843594,G28,8122781.850352727,-25152838.420173593,-2663017.2296856656,135533226.424,41.392
2024-12-27 02:43:51.590000,-2418176.106941716,5385800.73707694,2405646.9215843594,G29,22038774.646227594,9672918.30671872,11053065.162231702,146178780.326,41.885
2024-12-27 02:43:51.590000,-2418176.106941716,5385800.73707694,2405646.9215843594,G32,15347268.487380365,19971947.807313014,8948617.053240769,131743103.517,44.892
2024-12-27 02:43:51.690000,-2418165.985943,5385788.907385304,2405637.1035131426,G26,-17472869.17593568,19677381.766140062,954959.5814210834,128088169.369,42.692
2024-12-27 02:43:51.690000,-2418165.985943,5385788.907385304,2405637.1035131426,G28,8122968.543454584,-25152750.47854738,-2663280.4421341815,135533226.424,41.392
2024-12-27 02:43:51.690000,-2418165.985943,5385788.907385304,2405637.1035131426,G29,22038954.217598762,9672903.82922572,11052719.948530639,146178780.326,41.885
2024-12-27 02:43:51.690000,-2418165.985943,5385788.907385304,2405637.1035131426,G32,15347473.176498033,19971579.525161896,8949095.815360317,131743103.517,44.892
2024-12-27 02:43:51.790000,-2418173.986217559,5385789.980449235,2405638.7097096713,G26,-17472919.99702129,19677330.780038573,955047.6733280972,128088169.369,42.692
2024-12-27 02:43:51.790000,-2418173.986217559,5385789.980449235,2405638.7097096713,G28,8123155.239359023,-25152662.531629678,-2663543.6540010786,135533226.424,41.392
2024-12-27 02:43:51.790000,-2418173.986217559,5385789.980449235,2405638.7097096713,G29,22039133.783706672,9672889.346882913,11052374.735887496,146178780.326,41.885
2024-12-27 02:43:51.790000,-2418173.986217559,5385789.980449235,2405638.7097096713,G32,15347677.84968073,19971211.23590802,8949574.575037299,131743103.517,44.892
2024-12-27 02:43:51.890000,-2418185.1660137735,5385800.823306786,2405648.3635168895,G26,-17472970.812437292,19677279.7985722,955135.7615809846,128088169.369,42.692
2024-12-27 02:43:51.890000,-2418185.1660137735,5385800.823306786,2405648.3635168895,G28,8123341.931497315,-25152574.58203827,-2663806.8605628964,135533226.424,41.392
2024-12-27 02:43:51.890000,-2418185.1660137735,5385800.823306786,2405648.3635168895,G29,22039313.347778007,9672874.861750267,11052029.516069338,146178780.326,41.885
2024-12-27 02:43:51.890000,-2418185.1660137735,5385800.823306786,2405648.3635168895,G32,15347882.508517671,19970842.9386519,8950053.331542114,131743103.517,44.892
2024-12-27 02:43:51.990000,-2418188.23119094,5385801.650320089,2405641.1399172707,G26,-17473021.63223575,19677228.81245275,955223.8516719361,128088169.369,42.692
2024-12-27 02:43:51.990000,-2418188.23119094,5385801.650320089,2405641.1399172707,G28,8123528.626534466,-25152486.627034042,-2664070.0674017123,135533226.424,41.392
2024-12-27 02:43:51.990000,-2418188.23119094,5385801.650320089,2405641.1399172707,G29,22039492.906564303,9672860.37024872,11051684.298681483,146178780.326,41.885
2024-12-27 02:43:51.990000,-2418188.23119094,5385801.650320089,2405641.1399172707,G32,15348087.153109243,19970474.6349243,8950532.081227634,131743103.517,44.892
2024-12-27 02:43:52.090000,-2418184.522492412,5385802.7630887935,2405650.9974889252,G26,-17473072.4508594,19677177.82681416,955311.940580236,128088169.369,42.692
2024-12-27 02:43:52.090000,-2418184.522492412,5385802.7630887935,2405650.9974889252,G28,8123715.321157271,-25152398.668048076,-2664333.271082255,135533226.424,41.392
2024-12-27 02:43:52.090000,-2418184.522492412,5385802.7630887935,2405650.9974889252,G29,22039672.462669514,9672845.876640959,11051339.07480478,146178780.326,41.885
2024-12-27 02:43:52.090000,-2418184.522492412,5385802.7630887935,2405650.9974889252,G32,15348291.781682385,19970106.3219085,8951010.83357581,131743103.517,44.892
2024-12-27 02:43:52.190000,-2418176.8882841766,5385801.737279769,2405647.3398058545,G26,-17473123.27100586,19677126.83918853,955400.0294043091,128088169.369,42.692
2024-12-27 02:43:52.190000,-2418176.8882841766,5385801.737279769,2405647.3398058545,G28,8123902.012707417,-25152310.70602936,-2664596.470745697,135533226.424,41.392
2024-12-27 02:43:52.190000,-2418176.8882841766,5385801.737279769,2405647.3398058545,G29,22039852.01373321,9672831.378462285,11050993.851300266,146178780.326,41.885
2024-12-27 02:43:52.190000,-2418176.8882841766,5385801.737279769,2405647.3398058545,G32,15348496.395446353,19969738.002212193,8951489.580563096,131743103.517,44.892
2024-12-27 02:43:52.290000,-2418184.5703937323,5385803.570797158,2405646.658263747,G26,-17473174.086707253,19677075.855020244,955488.1159472999,128088169.369,42.692
2024-12-27 02:43:52.290000,-2418184.5703937323,5385803.570797158,2405646.658263747,G28,8124088.708254464,-25152222.738243114,-2664859.6706858333,135533226.424,41.392
2024-12-27 02:43:52.290000,-2418184.5703937323,5385803.570797158,2405646.658263747,G29,22040031.561428092,9672816.875822598,11050648.624737537,146178780.326,41.885
2024-12-27 02:43:52.290000,-2418184.5703937323,5385803.570797158,2405646.658263747,G32,15348700.995818479,19969369.676032852,8951968.319271838,131743103.517,44.892
2024-12-27 02:43:52.390000,-2418186.6469814656,5385810.932382526,2405651.4110525134,G26,-17473224.905280262,19677024.86763096,955576.2029552583,128088169.369,42.692
2024-12-27 02:43:52.390000,-2418186.6469814656,5385810.932382526,2405651.4110525134,G28,8124275.403849464,-25152134.766235642,-2665122.8683262216,135533226.424,41.392
2024-12-27 02:43:52.390000,-2418186.6469814656,5385810.932382526,2405651.4110525134,G29,22040211.10516946,9672802.368485592,11050303.396488901,146178780.326,41.885
2024-12-27 02:43:52.390000,-2418186.6469814656,5385810.932382526,2405651.4110525134,G32,15348905.57916303,19969001.341020066,8952447.061371984,131743103.517,44.892
2024-12-27 02:43:52.490000,-2418189.658566152,5385812.993017905,2405656.5240986077,G26,-17473275.723454613,19676973.879997145,955664.2893297527,128088169.369,42.692
2024-12-27 02:43:52.490000,-2418189.658566152,5385812.993017905,2405656.5240986077,G28,8124462.099858452,-25152046.789888766,-2665386.063666781,135533226.424,41.392
2024-12-27 02:43:52.490000,-2418189.658566152,5385812.993017905,2405656.5240986077,G29,22040390.645644575,9672787.858806137,11049958.163123813,146178780.326,41.885
2024-12-27 02:43:52.490000,-2418189.658566152,5385812.993017905,2405656.5240986077,G32,15349110.148688387,19968632.99953199,8952925.795922626,131743103.517,44.892
2024-12-27 02:43:52.590000,-2418185.5022746352,5385810.373164882,2405652.6330256364,G26,-17473326.539922975,19676922.89333409,955752.37424697,128088169.369,42.692
2024-12-27 02:43:52.590000,-2418185.5022746352,5385810.373164882,2405652.6330256364,G28,8124648.792197702,-25151958.810747433,-2665649.254560555,135533226.424,41.392
2024-12-27 02:43:52.590000,-2418185.5022746352,5385810.373164882,2405652.6330256364,G29,22040570.180471793,9672773.342800586,11049612.932875797,146178780.326,41.885
2024-12-27 02:43:52.590000,-2418185.5022746352,5385810.373164882,2405652.6330256364,G32,15349314.70304768,19968264.648744814,8953404.53167609,131743103.517,44.892
