Timestamp,Rx_X,Rx_Y,Rx_Z,PRN,Sat_X,Sat_Y,Sat_Z,Elevation,Azimuth,Carrier_Phase(cycles),RSS(dBHz)
2024-12-27 02:42:25.490000,-2418198.5856545265,5385829.172901587,2405667.377202952,G31,23253078.035037406,-2409179.8239877187,-12992807.26825568,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:25.590000,-2418190.137644365,5385822.324313053,2405657.5273248465,G26,-17429075.126002047,19721090.81705858,878880.8645541326,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:25.590000,-2418190.137644365,5385822.324313053,2405657.5273248465,G28,7962240.775198843,-25226902.533811715,-2435811.314978265,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:25.590000,-2418190.137644365,5385822.324313053,2405657.5273248465,G29,21882919.373874802,9683845.801016742,11349061.957203338,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:25.590000,-2418190.137644365,5385822.324313053,2405657.5273248465,G31,23253171.852970008,-2408933.860287046,-12992678.588311618,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:25.690000,-2418202.5658077714,5385833.77854452,2405669.454777958,G26,-17429126.03742739,19721040.268543754,878969.495007045,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:25.690000,-2418202.5658077714,5385833.77854452,2405669.454777958,G28,7962427.434041936,-25226818.233305085,-2436076.475312056,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:25.690000,-2418202.5658077714,5385833.77854452,2405669.454777958,G29,21883102.24311108,9683834.869597446,11348718.809844447,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:25.690000,-2418202.5658077714,5385833.77854452,2405669.454777958,G31,23253265.667834774,-2408687.904214122,-12992549.905860677,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:25.790000,-2418204.440165939,5385835.225330887,2405670.7975003324,G26,-17429176.947959054,19720989.720249828,879058.1242823685,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:25.790000,-2418204.440165939,5385835.225330887,2405670.7975003324,G28,7962614.0905313045,-25226733.92946992,-2436341.6316950857,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:25.790000,-2418204.440165939,5385835.225330887,2405670.7975003324,G29,21883285.10703976,9683823.932649167,11348375.664141398,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:25.790000,-2418204.440165939,5385835.225330887,2405670.7975003324,G31,23253359.480936885,-2408441.944192119,-12992421.220558519,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:25.890000,-2418190.435282896,5385819.1345154755,2405659.046115878,G26,-17429227.85493405,19720939.174615968,879146.751002387,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:25.890000,-2418190.435282896,5385819.1345154755,2405659.046115878,G28,7962800.749456091,-25226649.62046396,-2436606.7875794447,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:25.890000,-2418190.435282896,5385819.1345154755,2405659.046115878,G29,21883467.968595576,9683812.992334697,11348032.512592556,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:25.890000,-2418190.435282896,5385819.1345154755,2405659.046115878,G31,23253453.291482836,-2408195.9872843833,-12992292.532606179,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:25.990000,-2418187.1181351123,5385816.732520392,2405660.4276888464,G26,-17429278.76576739,19720888.624831963,879235.3793002407,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:25.990000,-2418187.1181351123,5385816.732520392,2405660.4276888464,G28,7962987.408421707,-25226565.307208378,-2436871.941238932,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:25.990000,-2418187.1181351123,5385816.732520392,2405660.4276888464,G29,21883650.824931145,9683802.047093324,11347689.362017794,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:25.990000,-2418187.1181351123,5385816.732520392,2405660.4276888464,G31,23253547.100055695,-2407950.0284578986,-12992163.841802731,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.090000,-2418204.4419383463,5385836.466135323,2405674.647196807,G26,-17429329.675952666,19720838.075034652,879324.0066960291,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.090000,-2418204.4419383463,5385836.466135323,2405674.647196807,G28,7963174.068258375,-25226480.989358436,-2437137.0935365125,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.090000,-2418204.4419383463,5385836.466135323,2405674.647196807,G29,21883833.67884011,9683791.09940613,11347346.204915375,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.090000,-2418204.4419383463,5385836.466135323,2405674.647196807,G31,23253640.906054128,-2407704.0728362873,-12992035.148378003,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.190000,-2418198.182943669,5385835.383509423,2405671.7742161066,G26,-17429380.58499868,19720787.525692493,879412.6326386692,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.190000,-2418198.182943669,5385835.383509423,2405671.7742161066,G28,7963360.723945442,-25226396.668871157,-2437402.2405884587,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.190000,-2418198.182943669,5385835.383509423,2405671.7742161066,G29,21884016.527582213,9683780.145871881,11347003.049469195,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.190000,-2418198.182943669,5385835.383509423,2405671.7742161066,G31,23253734.710307773,-2407458.1131750452,-12991906.452073546,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.290000,-2418202.5538525153,5385835.493999479,2405675.0529294,G26,-17429431.4936009,19720736.976122264,879501.2582303185,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.290000,-2418202.5538525153,5385835.493999479,2405675.0529294,G28,7963547.384230941,-25226312.34240623,-2437667.388435883,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.290000,-2418202.5538525153,5385835.493999479,2405675.0529294,G29,21884199.374320198,9683769.188936483,11346659.887495454,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.290000,-2418202.5538525153,5385835.493999479,2405675.0529294,G31,23253828.51179354,-2407212.15850122,-12991777.753176719,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.390000,-2418208.874111265,5385839.93979052,2405680.872283987,G26,-17429482.404259395,19720686.424080133,879589.884022036,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.390000,-2418208.874111265,5385839.93979052,2405680.872283987,G28,7963734.043360053,-25226228.012152433,-2437932.5331950793,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.390000,-2418208.874111265,5385839.93979052,2405680.872283987,G29,21884382.216240853,9683758.228561718,11346316.724450137,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.390000,-2418208.874111265,5385839.93979052,2405680.872283987,G31,23253922.311199464,-2406966.2027666103,-12991649.051486507,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.490000,-2418206.9768191576,5385835.529238017,2405678.5155062885,G26,-17429533.313737273,19720635.87251257,879678.5086361266,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.490000,-2418206.9768191576,5385835.529238017,2405678.5155062885,G28,7963920.703128684,-25226143.677418817,-2438197.6761604846,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.490000,-2418206.9768191576,5385835.529238017,2405678.5155062885,G29,21884565.05359209,9683747.262588553,11345973.561697396,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.490000,-2418206.9768191576,5385835.529238017,2405678.5155062885,G31,23254016.10847222,-2406720.2464001807,-12991520.347031686,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.590000,-2418201.5506124687,5385832.142632625,2405668.673380921,G26,-17429584.22064105,19720585.32266836,879767.1317970522,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.590000,-2418201.5506124687,5385832.142632625,2405668.673380921,G28,7964107.359577982,-25226059.33970342,-2438462.8147429936,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.590000,-2418201.5506124687,5385832.142632625,2405668.673380921,G29,21884747.889254496,9683736.294099562,11345630.391053187,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.590000,-2418201.5506124687,5385832.142632625,2405668.673380921,G31,23254109.903223656,-2406474.292809749,-12991391.639927331,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.690000,-2418199.6837798855,5385827.152974912,2405674.4193006083,G26,-17429635.129355483,19720534.77058645,879855.7548824848,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.690000,-2418199.6837798855,5385827.152974912,2405674.4193006083,G28,7964294.019196874,-25225974.99658544,-2438727.952826045,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.690000,-2418199.6837798855,5385827.152974912,2405674.4193006083,G29,21884930.71915228,9683725.319515591,11345287.223429754,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.690000,-2418199.6837798855,5385827.152974912,2405674.4193006083,G31,23254203.69630137,-2406228.334660167,-12991262.929885993,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.790000,-2418206.685795139,5385834.774154079,2405673.4502646015,G26,-17429686.03955223,19720484.21653987,879944.3781679427,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.790000,-2418206.685795139,5385834.774154079,2405673.4502646015,G28,7964480.6788566895,-25225890.649218075,-2438993.088683547,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.790000,-2418206.685795139,5385834.774154079,2405673.4502646015,G29,21885113.54625333,9683714.342521017,11344944.049960988,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.790000,-2418206.685795139,5385834.774154079,2405673.4502646015,G31,23254297.48623988,-2405982.3846580917,-12991134.217396596,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.890000,-2418197.847552919,5385823.57273677,2405669.4463160546,G26,-17429736.94746187,19720433.66396303,880033.0000002179,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.890000,-2418197.847552919,5385823.57273677,2405669.4463160546,G28,7964667.335660322,-25225806.298640206,-2439258.2210209314,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.890000,-2418197.847552919,5385823.57273677,2405669.4463160546,G29,21885296.368328143,9683703.359361544,11344600.878149202,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.890000,-2418197.847552919,5385823.57273677,2405669.4463160546,G31,23254391.27471603,-2405736.4282237934,-12991005.5019128,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:26.990000,-2418191.5030386425,5385824.747745657,2405668.2568442984,G26,-17429787.855051834,19720383.111099906,880121.6206548382,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:26.990000,-2418191.5030386425,5385824.747745657,2405668.2568442984,G28,7964853.994204748,-25225721.943235,-2439523.3515640777,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:26.990000,-2418191.5030386425,5385824.747745657,2405668.2568442984,G29,21885479.188290797,9683692.3746417,11344257.698446102,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:26.990000,-2418191.5030386425,5385824.747745657,2405668.2568442984,G31,23254485.060494233,-2405490.4761002734,-12990876.783837356,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.090000,-2418215.775305117,5385845.595143483,2405681.108360746,G26,-17429838.763550192,19720332.556779392,880210.2415094572,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.090000,-2418215.775305117,5385845.595143483,2405681.108360746,G28,7965040.654218904,-25225637.58300524,-2439788.481175887,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.090000,-2418215.775305117,5385845.595143483,2405681.108360746,G29,21885662.00299884,9683681.383473728,11343914.521082206,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.090000,-2418215.775305117,5385845.595143483,2405681.108360746,G31,23254578.84440365,-2405244.5210429174,-12990748.062911417,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.190000,-2418219.159491695,5385850.431854222,2405686.9058354343,G26,-17429889.67299828,19720282.000982057,880298.8622885258,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.190000,-2418219.159491695,5385850.431854222,2405686.9058354343,G28,7965227.3154712645,-25225553.218065377,-2440053.6094247783,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.190000,-2418219.159491695,5385850.431854222,2405686.9058354343,G29,21885844.81527881,9683670.389860166,11343571.337191135,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.190000,-2418219.159491695,5385850.431854222,2405686.9058354343,G31,23254672.62549186,-2404998.5714021036,-12990619.339422828,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.290000,-2418204.694919541,5385838.509193324,2405674.9232582534,G26,-17429940.579955056,19720231.446869314,880387.4810633361,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.290000,-2418204.694919541,5385838.509193324,2405674.9232582534,G28,7965413.970411306,-25225468.851296373,-2440318.7311327932,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.290000,-2418204.694919541,5385838.509193324,2405674.9232582534,G29,21886027.622707035,9683659.391285755,11343228.153593337,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.290000,-2418204.694919541,5385838.509193324,2405674.9232582534,G31,23254766.404940847,-2404752.616863815,-12990490.61299751,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.390000,-2418218.717235441,5385847.761802054,2405688.534523035,G26,-17429991.48863975,19720180.89055766,880476.1003136343,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.390000,-2418218.717235441,5385847.761802054,2405688.534523035,G28,7965600.630316803,-25225384.47843348,-2440583.8536351444,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.390000,-2418218.717235441,5385847.761802054,2405688.534523035,G29,21886210.4267939,9683648.389132302,11342884.966196666,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.390000,-2418218.717235441,5385847.761802054,2405688.534523035,G31,23254860.18178003,-2404506.6658689985,-12990361.883952174,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.490000,-2418208.1520964457,5385842.4569514645,2405678.6909282766,G26,-17430042.397496004,19720130.333491284,880564.7189372977,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.490000,-2418208.1520964457,5385842.4569514645,2405678.6909282766,G28,7965787.291093446,-25225300.100976467,-2440848.9747743052,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.490000,-2418208.1520964457,5385842.4569514645,2405678.6909282766,G29,21886393.226679932,9683637.38134609,11342541.778411414,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.490000,-2418208.1520964457,5385842.4569514645,2405678.6909282766,G31,23254953.95648548,-2404260.7142424565,-12990233.152142944,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.590000,-2418197.6063712793,5385829.522988078,2405666.2353373794,G26,-17430093.305130355,19720079.776918966,880653.3366587965,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.590000,-2418197.6063712793,5385829.522988078,2405666.2353373794,G28,7965973.950346758,-25225215.71984712,-2441114.092824237,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.590000,-2418197.6063712793,5385829.522988078,2405666.2353373794,G29,21886576.023399048,9683626.371184628,11342198.585463274,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.590000,-2418197.6063712793,5385829.522988078,2405666.2353373794,G31,23255047.72884573,-2404014.7638573293,-12990104.417627508,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.690000,-2418205.2580322316,5385838.365501898,2405671.1050786544,G26,-17430144.21133858,19720029.221055575,880741.9529270746,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.690000,-2418205.2580322316,5385838.365501898,2405671.1050786544,G28,7966160.607980771,-25225131.335158665,-2441379.2069219244,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.690000,-2418205.2580322316,5385838.365501898,2405671.1050786544,G29,21886758.815178882,9683615.355460804,11341855.393490879,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.690000,-2418205.2580322316,5385838.365501898,2405671.1050786544,G31,23255141.498737577,-2403768.815819402,-12989975.680434756,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.790000,-2418209.8233035603,5385843.756085355,2405677.8193516824,G26,-17430195.11956168,19719978.6627396,880830.5696707941,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.790000,-2418209.8233035603,5385843.756085355,2405677.8193516824,G28,7966347.267914699,-25225046.94530075,-2441644.3209505742,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.790000,-2418209.8233035603,5385843.756085355,2405677.8193516824,G29,21886941.604811687,9683604.336654529,11341512.194991577,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.790000,-2418209.8233035603,5385843.756085355,2405677.8193516824,G31,23255235.266901553,-2403522.863651408,-12989846.940334292,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.890000,-2418210.660505038,5385839.382749054,2405680.30628512,G26,-17430246.029021483,19719928.102693144,880919.1863388886,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.890000,-2418210.660505038,5385839.382749054,2405680.30628512,G28,7966533.92862378,-25224962.55096194,-2441909.432752702,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.890000,-2418210.660505038,5385839.382749054,2405680.30628512,G29,21887124.39036432,9683593.314339718,11341168.994057806,22.0,80.0,146201164.043,39.126
2024-12-27 02:42:27.890000,-2418210.660505038,5385839.382749054,2405680.30628512,G31,23255329.032260977,-2403276.916652194,-12989718.197700748,47.0,325.0,133674639.569,42.169
2024-12-27 02:42:27.990000,-2418204.661929987,5385833.336933622,2405670.796932742,G26,-17430296.93730077,19719877.543121368,881007.8018292659,68.0,239.0,128180093.571,40.261
2024-12-27 02:42:27.990000,-2418204.661929987,5385833.336933622,2405670.796932742,G28,7966720.585048103,-25224878.15398889,-2442174.5397394104,47.0,10.0,135481143.912,42.186
2024-12-27 02:42:27.990000,-2418204.661929987,5385833.336933622,2405670.796932742,G29,21887307.170662012,9683582.285577625,11340825.795464214,22.0,80.0,146201164.043,39.126
